% 1. Title: Gender Text Database 
@RELATION genderText

@ATTRIBUTE	and	NUMERIC
@ATTRIBUTE	all	NUMERIC
@ATTRIBUTE	can	NUMERIC
@ATTRIBUTE	is	NUMERIC
@ATTRIBUTE	it	NUMERIC
@ATTRIBUTE	an	NUMERIC
@ATTRIBUTE	as	NUMERIC
@ATTRIBUTE	at	NUMERIC
@ATTRIBUTE	have	NUMERIC
@ATTRIBUTE	in	NUMERIC
@ATTRIBUTE	out	NUMERIC
@ATTRIBUTE	what	NUMERIC
@ATTRIBUTE	from	NUMERIC
@ATTRIBUTE	for	NUMERIC
@ATTRIBUTE	there	NUMERIC
@ATTRIBUTE	when	NUMERIC
@ATTRIBUTE	been	NUMERIC
@ATTRIBUTE	to	NUMERIC
@ATTRIBUTE	which	NUMERIC
@ATTRIBUTE	you	NUMERIC
@ATTRIBUTE	has	NUMERIC
@ATTRIBUTE	was	NUMERIC
@ATTRIBUTE	more	NUMERIC
@ATTRIBUTE	be	NUMERIC
@ATTRIBUTE	we	NUMERIC
@ATTRIBUTE	his	NUMERIC
@ATTRIBUTE	that	NUMERIC
@ATTRIBUTE	who	NUMERIC
@ATTRIBUTE	but	NUMERIC
@ATTRIBUTE	they	NUMERIC
@ATTRIBUTE	not	NUMERIC
@ATTRIBUTE	one	NUMERIC
@ATTRIBUTE	with	NUMERIC
@ATTRIBUTE	by	NUMERIC
@ATTRIBUTE	he	NUMERIC
@ATTRIBUTE	a	NUMERIC
@ATTRIBUTE	on	NUMERIC
@ATTRIBUTE	about	NUMERIC
@ATTRIBUTE	like	NUMERIC
@ATTRIBUTE	i	NUMERIC
@ATTRIBUTE	of	NUMERIC
@ATTRIBUTE	up	NUMERIC
@ATTRIBUTE	or	NUMERIC
@ATTRIBUTE	this	NUMERIC
@ATTRIBUTE	s	NUMERIC
@ATTRIBUTE	so	NUMERIC
@ATTRIBUTE	t	NUMERIC
@ATTRIBUTE	the	NUMERIC
@ATTRIBUTE	my	NUMERIC
@ATTRIBUTE	are	NUMERIC
@ATTRIBUTE	gender	{male,female}

@DATA
1.45,0.13,0.0,0.92,0.92,1.05,1.58,0.39,0.66,2.63,0.26,0.13,1.18,0.66,0.26,0.53,0.0,1.58,0.13,0.26,0.0,0.92,0.0,0.39,0.79,1.32,1.71,0.66,0.92,0.0,0.26,0.39,1.18,0.26,0.79,4.47,0.92,0.39,0.0,1.45,1.58,0.13,0.26,0.39,0.92,0.13,0.92,4.08,0.13,0.13,male
1.7,0.45,0.23,1.58,2.38,0.0,0.68,0.11,0.23,1.47,0.11,0.45,0.23,0.45,0.11,0.23,0.11,1.24,0.34,1.02,0.45,0.57,0.11,0.11,0.11,0.23,1.02,0.34,0.68,0.11,0.23,0.57,1.13,0.9,0.0,3.05,1.13,0.45,0.23,1.36,3.39,0.23,0.11,0.45,2.6,0.23,0.68,7.47,0.79,0.45,male
2.44,0.14,0.07,0.57,2.95,0.22,0.57,0.57,0.36,1.58,0.0,0.43,0.22,0.5,1.22,0.65,0.07,1.94,0.43,1.01,0.14,2.73,0.72,0.5,0.14,0.07,1.87,0.43,0.57,0.93,0.07,0.5,0.79,0.29,0.29,3.09,0.57,0.43,0.79,2.08,1.87,0.14,0.0,0.22,1.15,0.5,0.72,3.95,0.0,0.36,male
1.71,0.34,0.0,0.68,0.34,0.11,0.91,1.02,0.11,2.05,0.0,0.0,1.14,1.14,0.11,0.46,0.11,2.28,0.23,0.0,0.34,0.57,1.14,0.11,0.11,0.0,1.14,0.11,0.68,0.11,0.11,0.0,0.68,0.23,0.34,2.16,1.25,0.0,0.0,0.0,2.62,0.34,0.0,0.57,1.48,0.0,0.0,6.83,0.0,0.11,male
1.66,0.42,0.52,1.25,1.66,0.21,0.52,0.83,0.94,1.56,0.94,0.21,0.21,1.25,0.62,0.42,0.21,3.33,0.31,2.91,0.1,0.0,0.31,1.04,0.42,0.0,0.83,0.62,0.73,0.73,0.31,0.31,1.04,0.1,0.0,1.98,1.14,0.52,0.1,0.0,2.29,0.73,1.14,0.42,1.04,0.62,1.04,5.09,0.0,0.52,female
1.86,0.0,0.08,0.73,0.89,0.08,0.97,0.16,0.65,1.46,0.49,0.49,0.32,0.73,0.32,0.24,0.16,2.27,0.24,1.05,0.08,0.65,0.16,0.65,0.0,0.49,0.97,0.32,0.57,0.0,0.4,0.0,0.32,0.4,0.73,2.02,0.73,0.49,0.08,0.16,2.59,0.24,0.4,0.16,1.21,0.16,0.4,8.09,0.0,0.32,female
3.67,0.46,0.23,1.49,1.03,0.57,0.69,0.69,0.46,1.15,0.11,0.34,0.34,0.69,0.34,0.46,0.0,3.1,0.69,0.11,0.34,1.26,0.23,0.92,0.23,0.23,0.57,0.34,0.8,0.11,0.23,0.0,1.49,0.23,0.11,2.64,0.92,0.0,0.11,0.46,3.9,0.0,0.34,0.46,0.8,0.11,0.11,4.93,0.23,0.69,female
2.6,0.23,0.11,0.9,0.34,0.34,0.56,1.02,0.79,1.92,0.23,1.02,0.34,0.68,0.45,0.23,0.23,3.72,0.34,1.13,0.45,0.56,0.34,0.23,1.35,0.0,0.34,0.34,0.23,0.34,0.23,0.34,1.24,0.34,0.0,1.69,0.56,0.45,0.34,0.56,2.14,0.34,0.34,0.45,0.68,0.23,0.11,6.32,0.0,0.56,male
3.88,0.22,0.15,1.05,0.67,0.6,0.22,0.37,0.6,1.64,0.22,0.07,0.37,1.12,0.07,0.3,0.52,2.17,0.45,0.07,0.75,0.67,0.0,0.15,0.0,0.52,0.67,0.6,0.67,0.22,0.45,0.3,0.52,1.19,1.12,2.17,1.19,0.6,0.0,0.0,2.84,0.22,0.3,0.22,1.42,0.15,0.07,5.3,0.0,0.37,male
3.96,0.37,0.25,0.99,0.74,0.49,0.87,0.0,0.49,2.22,0.99,0.49,0.62,0.62,0.37,0.12,0.25,1.98,0.49,0.25,0.25,0.37,0.37,0.12,0.0,0.0,1.61,0.12,0.49,0.49,0.49,0.49,0.99,0.25,0.0,1.61,0.74,0.0,0.37,1.24,3.83,0.12,0.12,0.25,0.87,0.25,0.25,5.93,0.12,1.24,male
2.7,0.08,0.4,1.11,1.27,0.08,0.87,0.56,0.71,1.67,0.08,0.87,0.87,0.95,0.48,0.32,0.08,2.54,0.87,2.22,0.24,0.79,0.71,0.48,0.0,0.32,0.56,0.0,0.48,0.16,0.32,0.16,0.79,0.24,0.0,3.25,0.95,0.63,0.0,3.17,2.46,0.56,0.32,0.24,0.4,0.4,0.63,4.13,1.03,0.48,male
2.5,0.71,0.18,1.61,1.79,0.0,0.18,0.36,0.18,2.14,0.36,1.25,0.18,0.71,0.18,0.0,0.0,2.32,0.36,0.36,0.0,0.0,0.18,0.71,0.89,0.18,1.79,0.0,0.36,1.25,0.0,0.36,0.36,0.89,0.18,0.71,0.36,0.54,1.61,0.0,2.68,0.18,0.36,0.71,1.43,0.36,0.36,6.79,0.0,0.71,male
0.92,0.0,0.31,0.31,0.31,0.0,0.62,0.31,0.62,0.62,0.0,0.0,0.0,0.0,0.0,0.31,0.31,5.23,0.0,0.0,0.0,0.31,0.31,0.92,0.0,0.0,1.85,0.0,0.31,0.92,0.92,0.31,0.62,1.23,0.0,1.54,0.31,0.62,0.31,0.31,2.15,0.31,0.0,0.31,0.92,0.31,0.31,5.54,0.31,1.85,male
2.71,0.0,0.0,0.0,1.36,0.9,0.45,1.81,1.81,1.81,0.9,0.45,0.45,0.9,0.0,0.0,0.45,0.9,0.0,0.0,1.36,0.45,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.9,0.45,0.0,0.0,1.36,0.9,0.0,0.0,0.45,3.62,0.0,0.0,0.45,1.36,0.0,0.0,5.43,0.0,0.0,male
2.03,0.16,0.47,1.72,2.5,0.62,0.62,0.47,0.78,1.09,0.16,0.0,0.31,0.94,0.78,0.31,0.31,2.96,0.47,1.25,0.62,0.16,0.47,0.94,0.0,0.0,1.09,0.0,1.25,0.47,0.16,0.16,0.62,0.16,0.31,2.96,0.94,0.31,0.31,0.16,2.18,0.31,0.31,0.0,1.4,0.16,0.31,4.99,0.0,1.25,female
2.88,0.12,0.12,2.04,1.32,0.36,0.84,0.12,0.36,1.8,0.12,0.12,0.6,0.84,0.0,0.0,0.24,2.16,0.48,0.12,0.72,0.12,0.48,0.72,0.0,0.6,1.44,0.12,0.72,0.12,0.24,0.12,0.48,0.6,0.48,2.76,0.84,0.0,0.0,0.84,2.16,0.12,0.36,0.24,0.84,0.48,0.0,5.04,0.12,0.36,male
2.16,0.42,0.27,0.54,1.73,0.27,0.46,0.58,0.58,1.66,0.39,0.66,0.42,0.93,0.5,0.5,0.12,2.74,0.46,1.54,0.23,1.81,0.15,0.58,0.31,0.08,1.54,0.0,0.62,0.23,0.39,0.31,1.0,0.46,0.12,3.51,0.89,0.54,0.62,4.59,2.43,0.42,0.23,0.19,0.58,0.39,0.66,2.97,0.96,0.31,male
1.04,0.59,0.3,0.74,0.89,0.3,1.18,0.44,0.15,1.48,0.3,0.0,0.44,1.18,0.3,0.74,0.0,2.66,0.15,0.59,0.3,0.59,0.44,0.3,0.59,0.74,1.78,0.74,0.59,0.59,0.3,0.15,0.3,0.15,0.74,3.55,0.59,0.59,0.59,1.63,2.07,0.15,0.15,0.74,1.33,0.44,0.59,4.14,0.74,0.44,male
1.69,0.42,0.0,2.68,3.38,0.56,1.55,0.28,0.56,1.27,0.14,0.42,0.0,0.7,0.56,0.0,0.0,1.97,0.0,0.99,0.14,0.42,0.42,0.56,0.0,0.0,2.54,0.14,0.85,0.56,1.41,0.42,0.85,0.7,0.0,2.39,0.28,0.0,0.42,0.99,3.66,0.56,0.56,0.85,1.83,0.28,0.28,4.79,0.28,0.28,male
1.39,0.0,0.0,0.28,0.83,0.28,0.83,0.55,0.28,1.11,0.28,0.0,0.28,0.55,0.28,0.83,0.0,4.43,1.11,0.0,0.0,0.55,0.55,1.11,0.0,0.0,2.77,0.28,0.83,0.0,1.11,0.28,0.55,0.28,0.28,3.6,0.0,0.0,0.0,1.66,3.32,0.28,0.55,1.11,1.39,0.0,0.0,4.99,0.28,1.11,female
2.03,0.15,0.44,1.02,0.73,0.87,0.44,0.44,0.0,2.18,0.15,0.0,0.44,0.87,0.0,0.29,0.0,1.31,0.0,0.0,0.15,1.02,0.0,0.87,0.15,0.73,1.31,1.16,0.29,0.15,0.87,0.29,0.87,0.29,0.73,4.79,1.16,0.15,0.15,0.58,2.61,0.15,0.44,0.73,0.73,0.0,0.15,4.79,0.0,0.29,male
2.47,0.35,0.0,1.24,0.71,0.88,1.06,0.0,1.77,1.24,0.18,0.0,0.71,2.12,0.71,0.18,0.0,3.0,0.18,0.35,0.18,0.35,0.88,0.18,0.71,0.18,0.71,0.35,0.71,0.53,0.35,0.0,0.88,0.35,0.0,2.3,0.88,0.18,0.0,1.06,1.94,0.0,1.59,0.35,0.53,0.18,0.0,4.95,0.35,1.24,female
1.48,0.25,0.12,0.12,0.49,0.62,0.62,0.62,0.25,2.22,0.49,0.12,0.12,0.49,0.12,0.49,0.25,1.23,0.12,0.37,0.12,1.97,0.12,0.12,0.25,2.22,0.86,0.49,0.25,0.37,0.0,0.25,1.11,0.37,2.46,2.71,1.23,0.12,0.37,1.6,2.59,0.62,0.12,0.62,0.74,0.37,0.12,6.03,0.25,0.37,male
3.22,0.09,0.0,0.87,0.26,0.17,1.04,0.26,0.7,1.48,0.09,0.26,0.43,0.78,0.26,0.17,0.7,2.09,0.09,0.0,1.13,0.52,0.26,0.26,0.0,0.61,1.48,0.17,0.61,0.26,0.35,0.0,0.43,0.78,0.87,2.43,0.43,0.35,0.0,0.0,3.39,0.35,0.26,0.61,1.3,0.09,0.0,5.13,0.0,0.7,male
2.57,1.19,0.0,0.79,1.78,0.4,0.79,0.99,1.58,0.4,0.2,0.0,0.79,0.4,0.2,0.4,0.0,2.97,0.4,0.0,0.2,0.2,0.59,1.19,0.79,0.0,0.99,0.59,0.59,1.19,0.59,0.2,0.4,0.79,0.0,1.58,1.19,0.2,0.0,0.4,2.77,0.2,0.0,0.2,1.78,0.0,0.99,8.51,0.0,0.59,male
2.22,0.08,0.46,0.69,3.06,0.61,0.69,0.46,0.99,1.15,0.46,0.54,0.69,0.92,0.61,1.07,0.08,2.98,0.23,1.68,0.08,1.76,0.38,0.54,0.92,0.31,1.22,0.23,0.84,0.0,0.15,0.23,0.15,0.23,0.92,3.44,0.54,0.54,0.61,4.06,1.22,0.31,0.69,0.08,2.07,1.22,0.61,3.29,0.46,0.23,male
2.27,0.0,0.57,1.7,0.99,0.14,0.85,0.57,0.71,1.27,0.14,0.71,0.85,0.71,0.28,0.14,0.42,2.69,0.0,0.85,0.57,0.28,0.57,0.99,1.42,0.14,0.85,0.28,0.28,0.0,0.57,0.28,0.42,0.0,0.14,1.84,2.55,0.71,0.28,0.0,1.98,0.42,0.71,0.57,1.42,0.0,0.28,5.38,0.14,0.42,female
5.19,0.0,0.0,0.74,0.74,0.0,0.0,0.0,0.0,2.22,0.0,0.74,0.74,0.0,0.0,0.0,0.0,2.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.0,2.96,2.22,0.74,0.74,0.0,2.22,0.0,0.74,0.0,0.74,0.0,0.0,8.15,0.0,0.0,female
2.84,0.14,0.43,0.85,1.28,0.14,1.85,0.14,0.28,2.56,0.28,0.43,0.71,0.57,0.28,0.28,0.14,2.56,0.28,1.0,0.0,0.43,0.14,1.0,0.85,0.0,1.14,0.14,0.14,0.14,0.0,0.85,0.71,0.85,0.0,2.13,1.42,0.14,0.28,0.57,2.13,0.43,0.14,0.71,1.28,0.85,0.0,7.11,0.0,0.43,male
2.85,0.0,0.09,1.47,0.95,0.61,0.35,0.52,0.61,2.07,0.0,0.09,0.43,1.12,0.26,0.17,0.61,2.42,0.78,0.0,0.43,0.95,0.09,0.35,0.0,0.17,1.64,0.43,0.43,0.43,0.69,0.35,1.21,0.78,0.52,1.9,0.43,0.35,0.17,0.26,2.94,0.43,0.17,0.86,1.04,0.26,0.09,6.57,0.0,0.26,male
3.14,0.35,0.17,1.57,0.7,0.7,1.05,0.35,0.0,1.4,0.17,0.17,0.52,0.52,0.0,0.35,0.0,2.62,0.0,0.7,0.0,0.17,0.35,0.35,0.0,0.7,0.35,0.35,0.7,0.17,0.52,0.0,0.87,0.0,0.35,1.57,1.22,0.52,0.35,0.35,2.44,0.17,0.35,0.0,1.22,0.17,0.17,7.33,0.0,0.52,female
1.96,0.26,0.26,1.96,1.44,0.78,0.39,0.26,0.92,1.44,0.13,0.13,0.78,1.57,0.65,0.26,0.52,2.75,0.92,0.78,0.52,0.26,0.52,0.52,0.39,0.13,0.52,0.26,0.39,0.0,0.78,0.13,0.65,0.26,0.26,2.75,0.65,0.39,0.0,0.65,3.53,0.0,1.18,0.78,0.78,0.26,0.0,5.1,0.65,0.78,female
3.02,0.12,0.0,0.93,0.35,0.81,1.28,0.93,0.58,2.09,0.0,0.12,0.46,0.93,0.46,0.0,0.46,2.09,0.35,0.0,0.23,0.93,0.23,0.23,0.12,0.0,1.39,0.35,0.7,0.0,0.7,0.12,0.7,1.16,0.81,2.32,0.46,0.23,0.0,0.46,2.55,0.12,0.12,0.7,1.04,0.0,0.0,6.38,0.0,0.23,male
3.1,0.43,0.12,0.31,2.23,0.12,0.25,0.43,0.37,1.3,0.5,0.99,0.25,0.43,0.87,0.93,0.31,2.67,0.0,1.8,0.25,0.56,0.31,0.74,0.81,0.0,2.3,0.12,0.68,0.31,0.37,0.25,1.12,0.19,0.19,2.17,0.62,0.56,0.87,4.35,2.11,0.19,0.31,0.25,2.48,0.74,0.5,3.91,0.43,0.62,male
2.1,0.57,0.76,1.43,0.95,0.38,0.29,0.38,0.29,1.81,0.29,0.38,0.48,0.86,0.76,0.48,0.29,1.9,0.19,1.24,0.38,0.29,0.1,0.67,0.38,0.48,1.33,0.57,0.19,0.76,0.38,0.0,1.05,0.29,0.38,2.95,0.48,0.29,0.67,1.33,2.1,0.48,0.38,0.29,2.1,0.76,0.67,3.43,0.1,0.29,female
3.14,0.19,0.19,0.67,0.95,0.38,0.57,1.05,0.38,1.52,0.19,0.29,0.38,0.76,0.19,0.48,0.29,3.43,0.0,0.19,0.48,1.24,0.1,0.0,0.86,0.48,2.29,0.48,0.95,0.57,0.29,0.48,1.24,0.38,0.57,2.57,0.95,0.38,0.29,1.62,2.38,0.76,0.0,0.29,1.33,0.38,0.19,3.14,0.95,0.29,male
2.17,0.19,0.56,1.51,1.69,0.56,0.28,0.85,0.85,0.85,0.38,0.0,0.47,1.41,0.38,0.19,0.19,3.39,0.47,0.47,0.47,1.22,0.38,0.85,0.94,0.28,0.75,0.09,0.56,0.09,1.13,0.28,1.13,0.38,0.66,2.54,0.66,0.09,0.09,1.22,1.6,0.28,0.28,0.56,0.38,0.38,0.19,4.52,0.38,0.38,female
3.53,0.14,0.54,0.95,1.9,0.27,0.14,0.27,0.54,2.72,0.54,0.82,0.14,1.77,0.54,0.14,0.54,1.77,0.0,0.82,0.68,0.82,0.27,0.82,0.68,0.0,0.95,0.14,0.27,0.0,0.14,0.54,1.09,0.14,0.0,2.58,0.68,0.82,0.14,1.22,2.04,0.82,0.0,0.14,1.22,0.27,0.27,5.57,0.41,0.14,male
2.67,0.0,0.0,0.44,0.44,0.0,0.89,0.44,0.44,1.33,0.0,0.0,0.0,1.33,0.0,0.44,0.0,2.67,0.0,0.0,0.44,0.44,0.89,0.44,1.33,0.0,0.44,0.0,0.0,0.0,0.0,0.89,0.0,0.0,0.0,3.11,1.33,0.44,0.44,0.0,2.67,0.44,0.44,0.89,1.78,0.0,0.89,4.44,0.0,0.0,female
3.96,0.0,0.55,1.87,0.66,0.33,0.55,0.33,0.55,1.21,0.0,0.33,0.44,1.32,0.33,0.44,0.55,2.09,0.0,0.0,1.32,0.33,0.22,0.77,0.0,0.66,1.1,0.55,0.66,0.11,0.66,0.33,0.44,0.44,1.32,2.53,0.77,0.11,0.0,0.11,2.42,0.22,0.11,0.55,1.32,0.0,0.0,5.38,0.0,0.22,male
2.77,0.65,0.49,0.49,0.81,0.33,0.65,0.65,0.33,0.65,0.49,0.33,0.49,0.81,0.16,0.16,0.33,3.42,0.16,1.14,0.65,0.16,0.65,1.47,1.14,0.16,0.81,0.98,0.33,0.49,0.16,0.16,0.16,0.65,0.0,1.63,1.14,0.33,0.33,1.14,3.58,0.65,0.49,0.65,0.98,0.16,0.49,6.19,0.16,0.33,female
1.89,0.0,0.0,0.63,0.63,0.63,0.0,0.63,1.26,0.0,0.0,0.63,0.63,2.52,0.0,0.0,0.0,3.14,0.0,0.0,0.63,0.0,0.0,2.52,0.63,0.0,2.52,0.0,0.0,0.63,0.63,0.0,0.0,0.0,0.0,1.89,0.0,0.63,0.0,0.63,3.14,0.0,0.0,3.14,0.0,0.0,0.0,5.66,0.0,0.0,female
2.66,0.27,0.07,1.13,1.73,0.4,0.47,0.33,0.73,1.86,0.4,0.53,0.53,1.2,0.2,0.47,0.13,2.46,0.27,1.4,0.33,1.13,0.33,0.33,2.66,0.13,1.0,0.33,0.6,0.33,0.27,0.4,0.8,0.13,0.27,3.06,1.4,0.67,0.53,0.6,1.93,0.47,0.27,0.2,0.6,0.27,0.07,3.93,0.47,0.8,male
1.37,0.24,0.16,0.97,0.72,0.72,0.64,0.56,0.4,0.97,0.48,0.08,0.32,1.13,0.16,0.0,0.08,2.42,0.0,1.77,0.08,1.05,0.24,0.81,0.08,0.48,1.45,0.64,0.97,0.64,0.64,0.32,0.81,0.24,0.32,3.38,0.32,0.24,0.48,0.89,1.77,0.16,0.24,0.4,0.89,0.81,0.64,4.27,0.08,0.32,female
0.66,0.0,0.33,0.66,0.66,0.0,0.0,0.33,0.66,1.32,0.66,0.33,0.99,1.99,0.0,0.66,0.33,2.65,0.66,2.65,0.33,0.0,0.33,0.33,0.0,0.0,0.66,0.33,0.33,0.33,0.0,0.33,0.0,0.33,0.0,2.65,0.99,0.33,0.0,0.0,1.66,0.99,0.99,0.33,0.0,0.0,0.99,4.97,0.0,0.0,male
2.11,0.14,0.34,1.16,1.36,0.41,0.68,1.16,0.61,1.84,0.48,0.27,0.55,1.02,0.14,0.27,0.0,4.77,0.55,0.55,0.07,1.02,0.34,0.68,0.14,0.14,1.5,0.27,0.68,0.07,0.27,0.48,0.82,0.34,0.0,3.96,0.68,0.07,0.2,3.07,1.91,0.34,0.48,0.34,0.55,0.55,0.27,3.96,0.95,0.2,male
1.92,0.0,0.0,2.47,0.55,0.0,0.82,0.27,0.27,0.82,1.1,0.0,1.1,1.92,0.82,0.27,0.55,1.64,0.0,0.0,0.55,0.0,0.27,0.0,0.0,0.0,0.27,0.0,0.27,0.0,0.27,0.0,1.37,0.0,0.27,3.01,0.82,0.0,0.0,0.0,3.01,0.27,0.0,0.82,0.82,0.27,0.0,4.11,0.0,1.1,female
2.66,0.24,0.16,0.65,0.73,0.65,1.29,0.56,0.65,3.47,0.08,0.08,0.73,0.56,0.16,0.0,0.16,1.53,0.32,0.56,0.24,0.4,0.32,0.32,0.24,1.05,1.29,0.16,0.08,0.32,0.48,0.32,0.24,0.48,0.24,3.23,0.81,0.16,0.16,0.0,4.03,0.32,0.08,0.56,1.45,0.08,0.32,5.24,0.08,0.32,male
2.51,0.4,0.0,0.4,0.13,0.66,0.0,0.13,0.13,3.3,0.0,0.0,0.66,0.79,0.4,0.26,0.26,3.69,0.13,0.4,0.0,1.85,0.0,0.4,0.26,0.66,0.79,0.66,0.66,0.53,0.4,0.13,1.32,0.53,1.72,2.77,0.53,0.4,0.0,2.37,1.32,0.0,0.13,0.26,0.79,0.26,0.0,3.43,0.92,0.13,male
2.35,0.0,0.29,1.17,0.29,0.88,0.29,0.0,0.29,0.59,0.0,0.0,0.0,2.35,0.29,0.0,0.0,4.11,0.59,0.29,0.29,0.0,0.29,1.17,0.88,0.0,3.23,0.0,0.0,0.29,0.59,0.0,0.0,0.88,0.0,1.47,1.17,0.59,0.0,0.29,2.35,0.29,0.29,0.29,0.29,0.0,0.29,4.4,0.0,0.59,male
3.32,0.16,0.16,0.63,0.95,1.11,0.79,0.0,0.32,2.37,0.16,0.32,1.11,0.47,0.0,0.32,0.0,2.69,0.32,0.0,0.0,0.16,0.32,0.47,0.0,0.0,1.11,0.32,0.32,0.79,0.16,0.32,0.95,0.47,0.0,2.37,0.95,0.16,0.0,0.0,2.53,0.0,0.0,0.16,0.63,0.0,0.16,9.64,0.0,0.16,female
3.26,0.77,0.77,0.77,1.34,0.38,0.67,0.48,0.86,1.63,0.1,1.25,0.29,1.15,0.29,0.1,0.48,3.36,0.0,3.64,0.38,0.67,0.38,0.29,0.1,0.19,1.92,0.29,0.67,0.19,0.29,0.38,0.77,0.0,0.19,1.92,0.58,0.19,0.19,3.84,1.82,0.48,0.67,1.15,1.34,0.48,0.77,3.16,0.48,0.38,male
4.09,0.58,0.0,1.56,0.78,0.0,0.19,0.39,0.39,2.53,0.19,0.0,0.39,1.56,0.58,0.58,0.19,3.5,0.0,0.39,0.39,0.39,0.0,0.39,0.58,0.19,0.39,0.78,0.97,0.97,0.78,0.0,0.97,0.19,0.0,1.36,1.17,0.0,0.19,0.97,3.5,0.19,0.39,0.58,0.78,0.58,0.0,4.47,0.19,1.36,female
3.04,0.0,0.87,1.74,0.0,0.43,0.0,0.43,0.0,1.3,0.0,0.87,0.43,1.74,0.0,0.0,0.0,4.78,0.0,1.3,0.0,0.0,0.0,0.87,0.43,0.43,1.74,0.43,0.0,0.0,0.43,0.43,0.43,0.0,0.0,1.74,0.43,0.0,0.0,0.0,0.87,0.87,0.43,0.43,1.3,0.0,0.43,5.22,0.0,0.43,female
4.07,0.22,0.58,0.22,1.45,0.15,0.51,0.44,0.65,1.82,0.22,0.44,0.87,0.51,0.15,0.29,0.07,2.32,0.58,1.31,0.36,0.94,0.29,0.36,0.15,0.0,1.45,0.29,0.36,0.07,0.22,0.07,0.22,0.73,0.07,2.4,1.16,0.36,0.8,0.94,3.05,0.15,0.29,0.22,1.53,0.36,0.15,5.95,0.15,0.29,male
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,female
2.57,0.26,0.51,1.8,0.64,0.39,0.51,0.64,0.64,1.03,0.26,0.0,0.13,1.93,0.39,0.0,0.13,2.44,1.16,0.0,0.26,0.0,0.13,1.41,0.13,0.0,0.51,0.0,0.39,0.0,0.64,0.13,1.16,0.64,0.13,2.83,0.77,0.0,0.26,0.26,3.98,0.0,0.77,1.54,0.39,0.26,0.0,6.43,0.13,0.77,female
1.76,0.0,0.32,0.96,0.32,0.16,0.96,0.0,0.32,3.53,0.0,0.0,0.96,1.76,0.96,0.0,0.16,2.88,0.0,0.8,0.48,0.64,0.64,0.48,0.0,0.0,0.8,0.16,0.0,0.32,0.0,0.32,0.8,0.32,0.32,3.69,0.96,0.0,0.0,0.0,3.37,0.96,0.32,0.32,0.8,0.32,0.32,4.01,0.0,1.12,female
0.0,0.0,0.0,0.0,0.0,1.09,2.17,0.0,0.0,0.0,3.26,0.0,0.0,1.09,1.09,0.0,0.0,4.35,0.0,0.0,0.0,0.0,1.09,0.0,0.0,0.0,0.0,1.09,0.0,0.0,1.09,0.0,0.0,0.0,1.09,3.26,3.26,0.0,0.0,0.0,2.17,1.09,0.0,0.0,0.0,0.0,0.0,3.26,0.0,0.0,female
1.32,0.0,0.0,1.32,0.0,0.88,1.75,1.75,0.44,1.75,0.0,0.0,0.88,1.75,0.0,0.0,0.0,2.63,0.44,0.0,0.44,1.32,0.0,0.88,0.0,0.88,0.44,0.44,0.88,0.0,0.0,0.0,0.44,1.75,1.75,2.63,0.88,0.0,0.0,0.0,2.19,0.0,0.0,0.0,2.19,0.0,0.0,5.26,0.0,0.0,male
2.54,0.23,0.92,0.69,1.62,0.23,1.15,0.23,0.0,3.46,0.0,0.92,0.92,0.46,0.46,0.23,0.0,1.85,0.0,0.46,0.0,0.46,0.23,0.69,0.46,0.23,0.92,0.69,0.69,0.46,0.46,0.23,0.23,0.23,0.0,1.62,0.92,0.23,0.0,0.46,1.62,0.69,0.23,0.23,2.77,0.0,0.46,6.47,0.0,0.23,female
2.13,0.19,0.19,1.3,0.93,0.37,0.56,0.74,0.28,2.97,0.09,0.19,0.37,1.48,0.19,0.28,0.46,2.13,0.0,0.56,0.37,0.74,0.28,0.37,0.09,1.67,1.3,0.46,0.37,0.37,0.19,0.65,0.19,0.09,0.83,2.59,0.65,0.46,0.09,0.28,2.78,0.28,0.37,0.46,1.39,0.65,0.19,5.0,0.0,0.28,female
2.41,0.0,0.0,0.66,1.1,0.0,0.66,0.22,0.88,2.85,0.22,0.44,0.44,0.88,0.22,0.0,0.22,4.39,0.0,0.0,0.66,1.32,0.44,1.1,0.0,0.0,1.1,0.0,0.22,0.0,0.88,0.0,0.66,1.54,0.0,0.66,1.1,0.0,0.0,0.0,1.54,0.0,0.22,0.44,0.22,0.0,0.0,6.36,0.0,0.22,male
3.86,0.36,0.12,1.09,1.45,0.24,0.85,0.85,0.36,1.57,0.48,0.12,0.6,0.97,0.36,0.24,0.24,2.29,0.85,0.85,0.36,0.72,0.24,0.6,0.24,0.0,2.29,0.0,0.48,0.24,0.36,0.12,0.6,0.72,0.0,1.69,0.6,0.0,0.48,0.0,2.78,0.12,0.12,0.24,0.48,0.12,0.0,4.83,0.0,0.97,female
