% 1. Title: Gender Text Database 
@RELATION genderText

@ATTRIBUTE	all	NUMERIC
@ATTRIBUTE	just	NUMERIC
@ATTRIBUTE	over	NUMERIC
@ATTRIBUTE	years	NUMERIC
@ATTRIBUTE	its	NUMERIC
@ATTRIBUTE	how	NUMERIC
@ATTRIBUTE	had	NUMERIC
@ATTRIBUTE	to	NUMERIC
@ATTRIBUTE	has	NUMERIC
@ATTRIBUTE	then	NUMERIC
@ATTRIBUTE	them	NUMERIC
@ATTRIBUTE	his	NUMERIC
@ATTRIBUTE	get	NUMERIC
@ATTRIBUTE	breast	NUMERIC
@ATTRIBUTE	they	NUMERIC
@ATTRIBUTE	not	NUMERIC
@ATTRIBUTE	now	NUMERIC
@ATTRIBUTE	like	NUMERIC
@ATTRIBUTE	did	NUMERIC
@ATTRIBUTE	t	NUMERIC
@ATTRIBUTE	where	NUMERIC
@ATTRIBUTE	because	NUMERIC
@ATTRIBUTE	says	NUMERIC
@ATTRIBUTE	people	NUMERIC
@ATTRIBUTE	some	NUMERIC
@ATTRIBUTE	back	NUMERIC
@ATTRIBUTE	are	NUMERIC
@ATTRIBUTE	year	NUMERIC
@ATTRIBUTE	our	NUMERIC
@ATTRIBUTE	really	NUMERIC
@ATTRIBUTE	what	NUMERIC
@ATTRIBUTE	said	NUMERIC
@ATTRIBUTE	for	NUMERIC
@ATTRIBUTE	re	NUMERIC
@ATTRIBUTE	new	NUMERIC
@ATTRIBUTE	she	NUMERIC
@ATTRIBUTE	be	NUMERIC
@ATTRIBUTE	we	NUMERIC
@ATTRIBUTE	after	NUMERIC
@ATTRIBUTE	by	NUMERIC
@ATTRIBUTE	on	NUMERIC
@ATTRIBUTE	about	NUMERIC
@ATTRIBUTE	her	NUMERIC
@ATTRIBUTE	of	NUMERIC
@ATTRIBUTE	s	NUMERIC
@ATTRIBUTE	or	NUMERIC
@ATTRIBUTE	first	NUMERIC
@ATTRIBUTE	cancer	NUMERIC
@ATTRIBUTE	into	NUMERIC
@ATTRIBUTE	one	NUMERIC
@ATTRIBUTE	your	NUMERIC
@ATTRIBUTE	from	NUMERIC
@ATTRIBUTE	would	NUMERIC
@ATTRIBUTE	there	NUMERIC
@ATTRIBUTE	two	NUMERIC
@ATTRIBUTE	been	NUMERIC
@ATTRIBUTE	their	NUMERIC
@ATTRIBUTE	much	NUMERIC
@ATTRIBUTE	music	NUMERIC
@ATTRIBUTE	was	NUMERIC
@ATTRIBUTE	more	NUMERIC
@ATTRIBUTE	that	NUMERIC
@ATTRIBUTE	but	NUMERIC
@ATTRIBUTE	with	NUMERIC
@ATTRIBUTE	than	NUMERIC
@ATTRIBUTE	he	NUMERIC
@ATTRIBUTE	me	NUMERIC
@ATTRIBUTE	this	NUMERIC
@ATTRIBUTE	up	NUMERIC
@ATTRIBUTE	will	NUMERIC
@ATTRIBUTE	can	NUMERIC
@ATTRIBUTE	were	NUMERIC
@ATTRIBUTE	my	NUMERIC
@ATTRIBUTE	and	NUMERIC
@ATTRIBUTE	ve	NUMERIC
@ATTRIBUTE	do	NUMERIC
@ATTRIBUTE	is	NUMERIC
@ATTRIBUTE	it	NUMERIC
@ATTRIBUTE	an	NUMERIC
@ATTRIBUTE	as	NUMERIC
@ATTRIBUTE	good	NUMERIC
@ATTRIBUTE	at	NUMERIC
@ATTRIBUTE	have	NUMERIC
@ATTRIBUTE	in	NUMERIC
@ATTRIBUTE	if	NUMERIC
@ATTRIBUTE	no	NUMERIC
@ATTRIBUTE	when	NUMERIC
@ATTRIBUTE	also	NUMERIC
@ATTRIBUTE	other	NUMERIC
@ATTRIBUTE	which	NUMERIC
@ATTRIBUTE	you	NUMERIC
@ATTRIBUTE	out	NUMERIC
@ATTRIBUTE	who	NUMERIC
@ATTRIBUTE	a	NUMERIC
@ATTRIBUTE	i	NUMERIC
@ATTRIBUTE	many	NUMERIC
@ATTRIBUTE	m	NUMERIC
@ATTRIBUTE	so	NUMERIC
@ATTRIBUTE	time	NUMERIC
@ATTRIBUTE	the	NUMERIC
@ATTRIBUTE	gender	{male,female}

@DATA
0.32,0.0,0.32,0.0,0.16,0.32,0.0,3.9,0.16,0.16,0.32,0.32,0.16,0.0,1.14,0.49,0.32,0.16,0.16,0.65,0.49,0.0,0.32,0.0,0.16,0.16,0.32,0.0,0.0,0.0,0.0,0.0,1.14,0.32,0.16,0.0,0.0,0.0,0.0,0.0,1.14,0.0,0.0,2.6,0.97,0.0,0.16,0.0,0.0,0.32,0.16,0.65,0.0,0.81,0.0,0.0,0.16,0.0,0.0,0.32,0.16,1.62,0.81,0.32,0.16,0.16,0.0,0.16,0.16,0.0,0.0,0.0,0.0,1.62,0.0,0.32,1.62,1.46,0.16,0.49,0.0,0.32,0.16,2.27,0.16,0.16,0.32,0.0,0.0,0.16,1.3,0.0,0.0,3.41,0.32,0.16,0.16,0.65,0.0,6.66,male
0.24,0.24,0.0,0.0,0.08,0.08,0.16,3.0,0.32,0.0,0.08,0.41,0.24,0.0,0.57,0.41,0.16,0.32,0.16,0.49,0.08,0.0,0.08,0.57,0.0,0.08,0.16,0.0,0.08,0.16,0.49,0.08,1.22,0.0,0.16,0.08,0.73,0.16,0.16,0.16,0.81,0.24,0.41,2.35,0.97,0.73,0.0,0.0,0.0,0.16,0.08,0.41,0.65,0.24,0.0,0.08,0.32,0.16,0.0,0.41,0.16,1.14,0.41,0.65,0.16,0.49,0.0,0.57,0.41,0.41,0.24,0.0,0.32,1.7,0.0,0.08,0.81,1.3,0.32,1.22,0.16,0.16,0.41,2.19,0.49,0.97,0.49,0.16,0.16,0.24,0.08,0.49,0.49,2.6,0.16,0.0,0.08,0.49,0.24,4.46,female
0.53,0.18,0.0,0.18,0.18,0.36,0.36,2.85,0.18,0.0,0.18,0.18,0.0,0.0,0.18,0.53,0.18,0.0,0.18,0.36,0.18,0.0,0.0,0.18,0.0,0.0,0.18,0.18,0.18,0.0,0.0,0.0,2.14,0.0,0.36,0.0,1.07,0.0,0.0,0.18,0.71,0.36,0.0,3.21,0.89,0.53,0.36,2.5,0.18,0.0,0.0,1.07,1.07,0.53,0.18,0.36,0.53,0.0,0.0,0.36,0.53,1.6,0.18,0.36,0.0,0.18,0.18,1.25,0.18,0.89,0.0,0.0,0.0,2.85,0.0,0.0,2.14,0.53,0.53,0.89,0.0,0.0,0.36,1.25,0.36,0.36,0.0,0.0,0.36,1.07,0.0,0.18,0.18,1.07,1.25,0.71,0.0,0.0,0.0,4.63,female
0.17,0.35,0.52,0.17,0.0,0.17,0.35,2.77,0.0,0.0,0.35,0.35,0.17,0.0,0.52,0.35,0.17,0.35,0.35,0.35,0.17,0.0,0.0,0.0,0.35,0.0,0.35,0.0,0.52,0.17,0.17,0.0,0.69,0.69,0.17,0.0,0.52,2.6,0.0,0.52,1.21,0.17,0.0,2.42,0.87,0.0,0.0,0.0,0.17,0.35,0.69,0.69,0.0,0.52,0.17,0.0,0.35,0.17,0.0,0.35,0.17,0.52,0.52,0.52,0.17,0.0,0.17,0.0,0.35,0.35,0.69,0.17,0.35,2.42,0.52,0.0,0.17,1.38,0.35,0.69,0.0,1.04,0.35,1.73,0.69,0.35,0.17,0.17,0.17,0.0,2.08,0.35,0.17,2.25,0.35,0.35,0.0,0.52,0.0,3.81,female
0.25,0.0,0.25,0.25,0.25,0.0,0.0,2.48,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,1.24,0.0,0.5,0.0,0.5,0.0,0.74,0.0,0.25,0.74,0.25,0.25,0.0,0.25,1.49,0.5,0.74,4.22,0.5,0.25,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.25,0.5,0.25,0.0,0.0,0.0,0.5,0.0,0.74,0.5,0.0,0.25,0.0,0.5,0.74,0.0,0.25,0.0,0.0,0.74,1.49,0.0,0.0,1.24,0.5,0.25,0.74,0.25,0.99,0.25,2.48,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,2.23,0.99,0.0,0.0,0.74,0.0,5.71,female
0.74,0.0,0.12,0.12,0.25,0.25,0.0,1.61,0.5,0.0,0.12,0.0,0.12,0.0,0.5,0.74,0.25,0.0,0.12,0.37,0.0,0.12,0.0,0.12,0.12,0.25,1.12,0.12,0.5,0.12,0.5,0.25,0.99,0.25,0.12,0.0,0.62,1.24,0.25,0.25,0.62,0.37,0.12,4.34,1.12,0.12,0.0,0.0,0.12,0.25,0.12,0.25,0.12,0.25,0.0,0.12,0.62,0.62,0.0,0.0,0.62,1.24,0.87,0.87,0.37,0.0,0.25,0.25,1.12,0.37,0.0,0.25,0.0,1.99,0.0,0.37,1.74,1.24,0.12,0.37,0.12,0.74,0.5,1.86,0.37,0.25,0.25,0.12,0.0,0.12,0.5,0.25,0.5,2.36,0.12,0.12,0.0,0.5,0.0,4.71,female
0.19,0.0,0.19,0.19,0.19,0.19,0.0,4.11,0.56,0.19,0.0,0.0,0.0,0.0,0.56,0.19,0.19,0.0,0.0,0.19,0.0,0.19,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.56,0.37,0.0,0.37,0.19,0.19,0.0,0.75,0.37,0.0,0.0,0.75,0.56,0.0,2.06,0.75,0.37,0.19,0.0,0.75,0.75,1.12,0.37,0.0,0.37,0.19,0.19,0.19,0.0,0.0,0.19,0.0,2.24,0.56,0.56,0.0,0.0,0.0,0.19,0.37,0.93,0.56,0.0,0.19,2.06,0.0,0.75,1.87,1.31,0.0,0.0,0.0,0.56,0.75,0.56,0.37,0.19,0.0,0.75,0.19,0.0,1.12,0.56,0.0,3.18,0.56,0.19,0.37,0.56,0.0,5.61,female
0.68,0.39,0.1,0.1,0.1,0.1,0.39,2.24,0.39,0.0,0.68,0.0,0.2,0.0,1.17,0.29,0.1,0.49,0.0,0.49,0.0,0.29,1.07,0.0,0.1,0.0,0.1,0.2,0.0,0.2,0.29,0.88,1.17,0.2,0.0,2.05,0.2,0.29,0.0,0.49,0.78,0.39,1.46,1.27,1.17,0.1,0.0,0.0,0.49,0.29,0.1,0.68,0.1,0.0,0.1,0.1,0.2,0.0,0.0,0.59,0.0,1.07,0.68,0.68,0.0,0.88,0.29,0.29,0.2,0.0,0.2,0.59,0.98,2.73,0.0,0.49,0.39,0.78,0.0,0.2,0.0,0.49,0.59,2.05,0.2,0.29,0.1,0.1,0.2,0.0,0.88,0.49,0.2,2.44,3.32,0.0,0.59,0.29,0.0,5.76,male
0.49,0.25,0.25,0.12,0.0,0.12,0.12,2.58,0.37,0.37,0.12,0.12,0.25,0.0,0.98,0.25,0.0,0.0,0.12,0.61,0.0,0.0,0.0,0.12,0.0,0.12,0.61,0.12,0.12,0.0,0.37,0.98,2.33,0.0,0.0,0.74,0.25,0.12,0.12,0.37,0.0,0.12,1.96,2.21,0.74,0.37,0.0,0.0,0.25,0.25,0.0,0.49,0.0,0.25,0.25,0.61,0.49,0.0,0.0,0.74,0.12,0.74,0.49,0.61,0.12,0.86,0.0,0.49,0.12,0.25,0.12,0.25,0.0,3.44,0.0,0.12,0.49,0.61,0.12,0.0,0.0,0.37,0.49,1.72,0.12,0.37,0.0,0.12,0.12,0.12,0.0,0.25,0.25,1.96,0.12,0.0,0.0,0.25,0.12,6.5,female
0.33,0.11,0.0,0.0,0.0,0.11,0.11,2.0,0.22,0.22,0.22,0.0,0.22,0.0,0.33,0.33,0.0,0.22,0.0,0.33,0.11,0.0,0.0,0.11,0.0,0.0,0.67,0.11,0.0,0.11,0.56,0.0,0.56,0.33,0.33,0.22,0.33,0.22,0.33,0.45,0.89,0.11,0.45,3.67,2.67,1.11,0.45,0.0,0.0,0.22,0.0,0.45,0.11,0.11,0.0,0.0,0.11,0.11,0.0,0.45,0.45,1.22,0.89,0.45,0.11,0.22,0.11,0.89,0.22,0.0,0.22,0.0,0.22,2.9,0.0,0.11,1.0,2.45,0.45,1.0,0.22,0.22,0.22,2.12,0.56,0.0,0.11,0.11,0.11,0.33,0.89,0.22,0.11,3.34,1.22,0.0,0.22,0.33,0.11,5.57,male
0.18,0.55,0.0,0.37,0.55,0.18,0.0,2.21,0.18,0.0,0.0,0.18,0.0,0.0,0.92,0.92,0.18,0.74,0.0,0.55,0.0,0.0,0.0,0.18,0.18,0.0,1.84,0.18,0.0,0.0,0.37,0.37,0.74,0.18,0.55,0.0,0.0,0.0,0.18,0.37,0.55,0.18,0.18,4.24,0.92,0.55,0.0,0.0,0.18,0.0,0.0,0.37,0.37,0.74,0.18,0.0,0.18,0.18,0.0,0.18,0.37,1.1,0.55,1.1,0.55,0.18,0.18,1.47,0.0,0.18,0.18,0.0,0.18,1.84,0.0,0.55,1.66,2.03,0.0,0.55,0.18,0.0,0.18,1.29,0.55,0.18,0.18,0.0,0.37,0.18,0.55,0.92,0.0,1.84,1.47,0.0,0.37,0.18,0.0,4.79,male
0.28,0.0,0.0,0.28,0.0,0.0,0.28,2.52,0.28,0.0,0.56,0.0,0.0,2.8,0.56,1.12,0.28,0.0,0.28,0.0,0.0,0.28,0.28,0.0,0.0,0.0,1.4,0.0,0.28,0.0,0.0,0.0,0.56,0.0,0.0,0.28,0.28,0.28,0.28,0.84,1.4,0.56,0.28,3.08,0.0,1.12,0.0,2.8,0.0,0.0,0.28,0.28,0.0,1.12,0.0,0.56,0.56,0.84,0.0,1.12,0.56,1.12,0.28,1.12,0.0,0.28,0.0,0.56,0.0,0.28,0.0,0.0,0.28,1.96,0.0,0.56,1.4,0.28,0.56,1.12,0.0,0.28,0.84,2.24,0.28,0.56,0.84,0.0,0.0,0.56,0.0,1.12,1.12,1.68,1.12,0.0,0.0,0.28,0.56,4.2,female
0.0,0.25,0.25,0.37,0.12,0.12,0.12,1.62,0.87,0.0,0.0,0.75,0.0,0.0,0.37,0.5,0.12,0.0,0.0,0.0,0.12,0.12,0.0,0.0,0.12,0.0,0.25,0.12,0.0,0.0,0.0,0.0,1.0,0.0,0.25,0.0,0.25,0.0,0.12,0.75,0.62,0.0,0.0,2.75,2.87,0.12,0.12,0.0,0.12,0.37,0.0,0.5,0.0,0.0,0.37,0.25,0.0,0.0,0.0,0.5,0.12,1.12,0.62,0.5,0.0,1.25,0.0,0.0,0.12,0.37,0.0,0.25,0.0,4.0,0.0,0.0,0.5,0.5,0.37,0.37,0.0,0.37,0.25,1.62,0.12,0.12,0.5,0.12,0.5,0.37,0.0,0.12,0.5,2.62,0.0,0.0,0.0,0.5,0.25,4.37,male
0.23,0.11,0.11,0.11,0.0,0.23,0.91,3.98,0.23,0.0,0.23,0.57,0.0,0.0,1.37,0.8,0.46,0.0,0.34,0.11,0.11,0.46,0.0,0.0,0.0,0.0,1.02,0.0,0.0,0.0,0.23,0.23,0.57,0.0,0.11,0.34,0.57,0.23,0.0,0.68,0.46,0.34,0.8,2.05,0.68,0.8,0.0,0.23,0.0,0.91,0.11,0.23,0.34,0.46,0.11,0.46,0.57,0.0,0.0,1.48,0.11,0.91,0.91,0.57,0.11,1.48,0.11,0.8,0.11,0.11,0.11,0.68,0.46,2.05,0.0,0.23,0.8,1.02,0.46,0.57,0.23,0.68,0.57,2.05,0.11,0.91,0.11,0.0,0.0,0.0,0.34,0.11,0.34,1.93,1.37,0.11,0.0,0.23,0.46,5.46,female
0.35,0.0,0.12,0.35,0.12,0.0,0.12,2.46,0.59,0.0,0.12,0.0,0.0,1.41,0.35,0.35,0.12,0.12,0.0,0.0,0.12,0.23,0.0,0.23,0.0,0.12,0.7,0.12,0.0,0.0,0.12,0.0,1.29,0.12,0.35,0.12,0.59,0.12,0.12,0.82,0.59,0.0,0.12,2.93,0.59,0.23,0.0,2.81,0.23,0.47,0.0,0.47,0.23,0.23,0.0,0.0,0.47,0.23,0.0,0.47,0.35,1.17,0.35,0.59,0.12,0.0,0.12,0.82,0.23,0.59,0.23,0.12,0.23,2.34,0.0,0.12,1.76,0.82,0.0,0.59,0.0,0.94,0.23,2.22,0.12,0.0,0.12,0.0,0.12,0.82,0.12,0.12,0.47,1.52,1.05,0.23,0.0,0.0,0.12,7.03,female
0.2,0.0,0.39,0.2,0.1,0.0,0.39,2.65,1.28,0.0,0.0,1.57,0.1,0.0,0.1,1.18,0.2,0.1,0.59,0.1,0.1,0.29,0.0,0.1,0.49,0.0,0.59,0.2,0.0,0.0,0.1,0.0,0.39,0.0,0.1,0.1,0.98,0.1,0.1,0.29,0.88,0.29,0.1,2.16,1.28,0.29,0.0,0.0,0.29,0.0,0.0,0.69,0.39,0.69,0.1,0.49,0.2,0.0,0.0,0.79,0.29,2.65,0.2,0.39,0.1,1.57,0.1,0.29,0.2,0.39,0.0,0.29,0.0,3.05,0.0,0.2,1.38,0.98,0.49,0.39,0.2,0.2,0.59,2.26,0.39,0.1,0.29,0.29,0.2,0.2,0.0,0.0,0.39,1.67,0.2,0.0,0.0,0.39,0.0,5.01,male
0.4,0.2,0.2,0.0,0.4,0.0,0.4,3.21,0.4,0.2,0.0,0.0,0.0,0.0,1.2,0.6,0.2,0.2,0.0,0.2,0.0,0.2,0.0,0.6,0.4,0.0,1.0,0.2,0.0,0.0,0.6,0.2,1.4,0.0,0.0,0.0,0.6,0.2,0.0,0.4,0.6,0.8,0.2,2.2,0.0,0.0,0.0,1.0,0.2,1.0,0.0,0.4,0.0,0.6,0.0,0.4,0.6,0.0,0.0,0.6,0.6,1.0,0.4,0.6,0.2,0.0,0.4,0.6,0.0,0.2,0.0,0.2,0.4,2.0,0.0,0.0,1.2,0.6,0.6,0.6,0.0,0.2,1.4,2.4,0.0,1.2,0.2,0.2,0.0,0.8,1.0,0.8,0.6,2.2,2.0,0.0,0.0,0.4,0.0,2.0,female
0.0,0.0,0.0,0.0,0.29,0.0,0.0,1.31,0.15,0.44,0.0,0.29,0.0,0.0,0.29,0.44,0.0,0.0,0.0,0.15,0.0,0.0,0.29,0.15,0.15,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.15,0.29,0.0,0.58,0.0,0.44,1.6,1.6,0.58,0.0,2.91,1.16,0.0,0.0,0.0,0.0,0.29,0.0,0.44,0.0,0.15,0.29,0.15,0.15,0.15,0.29,0.0,0.0,1.02,0.15,1.16,0.0,0.15,0.0,0.44,0.0,1.02,0.15,0.0,0.0,3.49,0.0,0.15,0.15,0.73,0.58,0.29,0.0,1.16,0.0,1.89,0.29,0.0,0.15,0.29,0.0,0.29,0.29,0.0,0.15,1.31,0.15,0.0,0.0,0.0,0.0,8.73,male
0.7,0.0,0.12,0.12,0.12,0.23,0.35,2.81,0.12,0.12,0.12,0.7,0.12,0.12,0.47,0.23,0.0,0.47,0.12,0.7,0.0,0.0,0.35,0.0,0.0,0.12,0.23,0.12,0.23,0.35,0.12,0.12,0.94,0.12,0.23,0.0,0.0,0.12,0.12,0.82,0.7,0.23,0.12,2.46,1.41,0.23,0.12,0.0,0.23,1.06,0.12,0.0,0.12,0.0,0.23,0.0,0.23,0.0,0.0,0.7,0.12,1.41,0.7,1.06,0.12,1.41,0.59,0.12,0.59,0.35,0.12,0.35,0.47,2.34,0.12,0.12,1.52,2.23,0.7,0.59,0.0,0.23,0.12,0.59,0.35,0.35,0.35,0.12,0.23,0.23,0.59,0.23,0.47,2.23,2.46,0.0,0.0,0.59,0.0,5.16,male
0.54,0.0,0.13,0.0,0.13,0.0,0.4,3.48,0.27,0.0,0.13,0.13,0.13,2.81,0.13,1.2,0.27,0.13,0.0,0.0,0.0,0.27,0.0,0.27,0.54,0.0,0.94,0.0,0.0,0.0,0.4,0.13,0.94,0.0,0.0,0.27,1.47,0.8,0.0,0.8,0.27,0.0,0.0,3.48,0.27,2.14,0.0,2.41,0.13,0.0,0.13,0.4,0.54,0.27,0.0,0.13,0.54,0.13,0.0,0.67,0.4,1.2,0.94,0.4,0.13,0.0,0.0,0.13,0.0,0.67,0.0,0.0,0.54,2.01,0.0,0.0,1.34,0.8,0.13,0.27,0.0,0.4,0.54,1.34,0.4,0.27,0.4,0.13,0.13,1.2,0.4,0.4,0.4,2.68,1.34,0.13,0.0,0.13,0.13,4.42,female
0.82,0.0,0.0,0.0,0.0,0.41,0.0,2.06,0.0,0.41,0.0,0.0,0.0,0.0,0.0,1.23,0.82,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.41,0.82,0.0,0.0,0.0,0.0,0.82,0.0,0.0,0.0,0.41,0.0,0.0,0.41,1.23,0.41,0.0,2.06,0.82,0.0,0.41,0.0,0.82,1.23,0.82,0.82,1.23,0.41,0.41,0.82,0.0,0.82,0.0,0.41,0.82,1.65,0.82,0.0,0.82,0.0,0.0,0.41,0.41,0.0,0.41,0.82,0.0,2.06,0.41,0.0,0.0,1.23,0.41,0.0,0.0,0.41,1.65,2.06,1.65,0.0,0.0,0.0,0.0,0.82,2.88,0.0,0.0,3.29,1.23,0.0,0.41,0.0,0.0,4.12,male
0.28,0.28,0.0,0.14,0.0,0.14,0.14,3.17,0.55,0.0,0.14,0.0,0.41,0.0,0.14,0.14,0.28,0.69,0.0,0.69,0.0,0.14,0.0,0.0,0.14,0.0,0.55,0.14,0.41,0.0,0.41,0.0,0.55,0.0,0.0,0.97,0.41,0.28,0.14,0.14,0.69,0.55,1.52,1.66,1.1,0.28,0.0,0.0,0.0,0.14,0.0,0.41,0.0,0.83,0.41,0.28,0.0,0.0,0.0,0.28,0.14,1.79,1.79,0.41,0.14,0.0,0.28,0.0,0.28,0.0,0.41,0.0,0.0,3.03,0.14,0.14,0.83,0.83,0.28,0.69,0.55,0.41,0.55,1.24,0.14,0.28,0.28,0.28,0.14,0.0,0.41,0.83,0.0,3.86,1.52,0.0,0.14,0.28,0.28,5.66,female
0.22,0.0,0.32,0.32,0.22,0.22,0.32,3.03,1.73,0.0,0.0,0.22,0.0,0.0,0.32,0.32,0.22,0.11,0.0,0.0,0.11,0.11,0.0,0.0,0.11,0.11,0.43,0.11,0.0,0.0,0.11,0.0,0.86,0.11,0.0,0.0,0.65,0.0,0.11,0.76,0.54,0.11,0.0,2.16,0.76,0.0,0.32,0.0,0.0,0.11,0.0,0.65,0.54,0.11,0.32,0.86,0.11,0.11,0.0,0.22,0.11,1.95,0.32,0.32,0.11,1.08,0.0,0.43,0.22,0.76,0.22,0.11,0.0,2.7,0.0,0.0,1.51,0.76,0.32,0.86,0.0,0.54,0.76,1.51,0.11,0.11,0.11,0.11,0.22,0.43,0.0,0.11,0.11,1.51,0.0,0.11,0.0,0.11,0.11,6.38,male
0.32,0.24,0.24,0.0,0.0,0.16,0.16,2.39,0.16,0.0,0.08,0.48,0.32,0.0,0.32,0.56,0.32,0.32,0.08,1.04,0.08,0.16,0.0,0.08,0.0,0.08,0.08,0.24,0.24,0.16,0.8,0.08,0.4,0.08,0.24,0.4,0.8,0.48,0.08,0.08,1.19,0.24,0.64,1.83,1.51,0.4,0.08,0.0,0.24,0.4,0.48,0.4,0.24,0.08,0.0,0.08,0.16,0.0,0.0,0.72,0.0,1.99,0.64,0.88,0.08,0.48,0.0,0.24,0.16,0.56,0.4,0.16,0.08,2.23,0.08,0.24,1.04,1.27,0.16,0.4,0.32,0.56,0.48,1.43,0.08,0.08,0.32,0.0,0.32,0.08,0.56,0.32,0.4,2.39,0.16,0.0,0.0,0.32,0.48,4.06,female
0.27,0.11,0.0,0.22,0.05,0.22,0.16,2.57,0.05,0.27,0.05,0.33,0.11,0.0,0.16,0.16,0.16,0.87,0.22,0.44,0.44,0.22,0.0,0.16,0.44,0.05,0.66,0.0,0.0,0.33,0.55,0.11,1.15,0.16,0.38,0.11,0.27,0.22,0.05,0.27,0.6,0.33,0.0,1.97,0.82,0.22,0.33,0.0,0.22,0.33,0.38,0.87,0.05,0.44,0.05,0.05,0.05,0.05,1.31,0.98,0.27,0.98,0.44,1.26,0.0,0.05,0.16,0.16,0.05,0.27,0.27,0.27,1.15,4.09,0.11,0.33,0.6,0.66,0.16,0.33,0.22,0.49,0.22,1.15,0.16,0.0,0.38,0.27,0.05,0.22,1.31,0.05,0.27,2.29,3.77,0.22,0.6,0.44,0.44,4.59,male
0.07,0.3,0.22,0.07,0.0,0.22,0.07,2.88,0.15,0.3,0.15,0.3,0.37,0.0,0.22,0.66,0.07,0.89,0.07,0.59,0.15,0.0,0.0,0.15,0.37,0.22,0.3,0.15,0.0,0.3,1.4,0.0,1.18,0.07,0.0,0.0,0.59,0.0,0.0,0.22,0.74,0.15,0.0,2.14,1.26,0.37,0.44,0.0,0.37,0.07,0.89,0.3,0.96,0.3,0.0,0.07,0.07,0.15,0.3,0.37,0.15,1.18,0.3,0.89,0.07,0.15,0.3,0.3,0.44,0.07,0.59,0.0,0.59,2.58,0.22,0.52,0.59,1.26,0.22,0.22,0.0,0.37,0.37,1.18,0.59,0.22,0.66,0.07,0.0,0.37,1.85,0.3,0.15,2.81,3.62,0.07,0.89,0.3,0.52,4.06,male
0.19,0.46,0.28,0.28,0.37,0.0,0.56,2.23,0.19,0.09,0.0,0.37,0.19,0.0,0.19,0.19,0.0,0.19,0.19,0.28,0.28,0.28,0.0,0.46,0.19,0.09,0.37,0.56,0.09,0.56,0.0,0.0,1.21,0.09,0.46,0.0,0.28,1.02,0.09,0.0,0.37,0.19,0.0,1.67,0.74,0.0,0.28,0.0,0.09,0.28,0.09,0.46,0.09,1.12,0.37,0.37,0.19,0.0,0.28,2.32,0.19,1.58,0.28,0.93,0.09,1.39,0.19,0.84,0.28,0.56,0.28,0.37,0.19,3.53,0.28,0.0,0.28,1.86,0.19,0.19,0.28,0.84,0.28,2.32,0.09,0.37,0.09,0.28,0.09,0.37,0.84,0.28,0.19,3.72,0.84,0.37,0.0,0.74,0.28,4.74,male
0.36,0.0,0.0,0.0,0.36,0.0,0.36,4.13,0.72,0.0,0.0,0.0,0.0,1.26,0.0,1.62,0.18,0.18,0.18,0.18,0.0,0.36,0.18,0.36,0.0,0.0,0.54,0.0,0.36,0.0,0.18,0.18,1.26,0.0,0.0,2.69,1.62,1.26,0.0,0.18,0.9,0.18,1.8,1.8,0.18,0.36,0.0,1.97,0.18,0.72,0.36,0.36,0.36,0.0,0.0,0.36,0.0,0.0,0.0,1.26,0.18,1.44,0.9,0.72,0.0,0.0,0.18,0.18,0.18,0.18,0.0,0.0,0.0,3.05,0.0,0.18,2.51,1.08,0.0,0.54,0.0,0.0,0.72,1.44,0.18,0.0,0.36,0.18,0.0,0.9,0.18,0.0,0.72,2.69,0.9,0.0,0.0,0.0,0.0,3.59,female
0.63,0.31,0.16,0.16,0.16,0.0,0.0,3.14,0.0,0.0,0.0,0.0,0.0,1.42,0.31,1.42,0.0,0.0,0.0,0.0,0.16,0.16,0.0,0.31,0.16,0.16,0.79,0.16,0.0,0.0,0.0,0.0,1.73,0.0,0.0,0.0,0.47,0.31,0.16,0.94,0.79,0.16,0.0,3.46,0.31,1.73,0.0,1.73,0.0,0.16,0.0,0.0,0.31,0.63,0.0,0.0,0.0,0.31,0.0,0.16,0.16,1.57,0.47,0.63,0.16,0.0,0.16,0.47,0.47,0.16,0.31,0.0,0.16,2.04,0.0,0.0,1.89,1.1,0.31,0.63,0.63,0.31,0.79,2.04,0.16,0.16,0.0,0.16,0.16,0.63,0.31,0.0,0.47,3.3,0.63,0.16,0.0,0.0,0.47,8.33,female
